"","ID","test_Type","both_Invalid","L_Inval","R_Inval","under1mm","over10mm","L_Mean_Pup_Diam","L_Mean_Pup_Diam_Change","R_Mean_Pup_Diam","R_Mean_Pup_Diam_Change"
"19",3,"DataFiles",18.4665052461663,18.5902609631423,18.9669087974173,0,0,4.34393627119771,-0.221566242683411,4.46301236882357,-0.23639930736854
"20",3,"DataFiles",13.7687412361126,14.1192967317442,14.2703052529393,0,0,4.87444603625798,-0.192300269003542,5.17110023466616,-0.0334416113856533
"21",3,"DataFiles",13.4443250984604,13.7218045112782,13.7218045112782,0,0,4.81075487926728,0.493995141894406,5.17634073688593,-0.00049601216386136
"22",3,"DataFiles",14.6686990047521,15.4039271944768,15.2963328252488,0,0,5.51487121836626,0.583485263595554,6.43747083822744,0.758124383180449
"23",3,"DataFiles",10.0495209387448,10.1840887070729,10.7654214662504,0,0,4.63775081495801,-0.217943599227725,4.95156977587144,0.345158739901178
"24",4,"DataFiles",47.0582967672607,60.4280469239724,58.3773618697949,0,0,3.58134499524564,-0.44889265862327,3.05942785736926,-0.709270946101723
"25",4,"DataFiles",10.113166876235,10.1401113705766,10.5442787857015,0,0,4.64254178266546,-0.202446456119838,4.09390835090891,-0.00175862283500324
"26",4,"DataFiles",51.1361188886496,63.1165194917079,66.5679517553306,0,0,3.09649585090361,-0.968021493025941,2.77215558985944,1.24038889677862
"27",4,"DataFiles",14.5025204194409,14.9095614200609,15.4055584009489,0,0,3.84754827286991,0.0665775704107505,3.59218611731933,-0.0514651515490057
"28",4,"DataFiles",7.88954635108481,8.28402366863905,8.76815492200108,0,0,3.30205474042637,0.0279369820657034,3.14590375148046,-0.0258857497169349
"29",4,"DataFiles",6.54046294634847,6.64812488785214,6.80064597164902,0,0,4.38534096472629,0.181836902989143,4.18196023901311,0.220393811700888
"30",4,"DataFiles",12.2497308934338,14.5748116254037,19.5855758880517,0,0,2.95255530774002,-0.0308063256111492,2.83456110000689,0.156918530430926
"31",4,"DataFiles",52.5479422538246,60.1540616246499,63.6743158801982,0,0,3.7407626990528,-0.0651538106978717,3.14943593547782,0.0215440200531034
"32",5,"DataFiles",29.8131118362504,54.3971306059707,42.523125050565,0,0,5.2582719168648,0.80984643268997,3.75097088546364,0.208542755917538
"33",5,"DataFiles",17.3322612347003,47.306352184401,32.3773787188421,0,0,5.10310346938776,0.785934872681713,4.11847536307546,0.882981292961735
"34",5,"DataFiles",7.84401613626177,9.21559838637382,14.1999103541013,0,0,5.35905848375451,0.552937318917897,4.73999922064132,-0.202986234824833
"35",5,"DataFiles",13.740581270183,19.7578040904198,23.6383207750269,0,0,4.41842486534047,0.232420643882059,3.74827110328998,-0.406151598806995
"36",5,"DataFiles",88.3465034116346,88.9317403381968,89.9916394724777,0,0,5.86384732684602,0.408332109249245,4.95157532627361,-0.463902933391728
"37",5,"DataFiles",100,100,100,0,0,NA,NA,NA,NA
"38",5,"DataFiles",0.824964131994261,15.2080344332855,33.9221664275466,0,0,5.85291184041631,0.192168939600091,3.63876279098005,0.584846712900804
"39",5,"DataFiles",7.39743727791537,51.1467642941747,42.3710563152794,0,0,4.73062446470132,-12.7100852669248,3.99885477114042,-0.673764927910576
"40",6,"DataFiles",19.6762007555316,20.353480841878,23.3324338909876,0,0,3.92259193984802,-0.236086540376919,4.11813120659044,0.0779874315603554
"41",6,"DataFiles",7.90535090077978,7.94120283230259,8.35350004481491,0,0,3.71075072302123,-0.464755540056396,3.97722320320908,0.351901075739365
"42",6,"DataFiles",5.4907590166876,5.4907590166876,6.48663197559663,0,0,4.65757010553583,-0.0881776662659929,5.01028124148518,-0.0579381316301339
"43",6,"DataFiles",10.0177162183927,10.0284533204488,10.9035271380254,0,0,3.4727741286007,-0.11225148935364,3.70723826985657,0.0252129118078356
"44",6,"DataFiles",17.0926345303569,17.6722743448722,22.1584169093066,0,0,4.13843514655594,0.45366093844653,4.21836423895596,0.178059306995233
"45",6,"DataFiles",14.9157404087487,15.166726425242,15.9913947651488,0,0,3.83435313570205,0.200862692641465,3.99983458369007,0.0558361114944861
"46",6,"DataFiles",10.6890063614371,10.697966132067,12.1852880566258,0,0,4.33465346632653,-0.116335168665865,4.53142278367347,0.286250003197564
"47",6,"DataFiles",10.3331359991389,10.3977180991335,13.9389699155051,0,0,3.7263370098254,-0.0799979674278416,3.81185216534201,0.0249106557337068
